Symbol,Date,Price
CBAT,22-Apr-26,0.815
CBC,22-Apr-26,25.66
CBFV,22-Apr-26,35
CBIO,22-Apr-26,26.98
CBK,22-Apr-26,28.99
CBLL,22-Apr-26,21.33
CBNK,22-Apr-26,31.52
CBRL,22-Apr-26,30.57
CBSH,22-Apr-26,50.6
CBUS,22-Apr-26,1.49
CCAP,22-Apr-26,13.48
CCB,22-Apr-26,81.78
CCBG,22-Apr-26,45.47
CCC,22-Apr-26,5.4
CCCC,22-Apr-26,3.07
CCD,22-Apr-26,24.3
CCEC,22-Apr-26,21.64
CCEP,22-Apr-26,96.19
CCFE,22-Apr-26,28.1414
CCG,22-Apr-26,0.7105
CCHH,22-Apr-26,0.5481
CCII,22-Apr-26,10.26
CCIX,22-Apr-26,10.74
CCIXW,22-Apr-26,0.355
CCLD,22-Apr-26,3.2
CCLDO,22-Apr-26,27.39
CCNE,22-Apr-26,30.22
CCNEP,22-Apr-26,25.0201
CCNR,22-Apr-26,40.5051
CCOI,22-Apr-26,23.34
CCRN,22-Apr-26,10.2
CCSB,22-Apr-26,20.13
CCSI,22-Apr-26,27.47
CCSO,22-Apr-26,28.3
CCTG,22-Apr-26,0.5601
CCXI,22-Apr-26,10.2
CCXIU,22-Apr-26,10.25
CCXIW,22-Apr-26,0.6899
CD,22-Apr-26,5.63
CDC,22-Apr-26,71.9793
CDIG,22-Apr-26,26.6935
CDIO,22-Apr-26,1.91
CDL,22-Apr-26,75.0886
CDLX,22-Apr-26,0.9896
CDNA,22-Apr-26,20.63
CDNL,22-Apr-26,50.21
CDNS,22-Apr-26,331.61
CDRO,22-Apr-26,8.74
CDT,22-Apr-26,3.13
CDTG,22-Apr-26,0.3633
CDTTW,22-Apr-26,0.0061
CDW,22-Apr-26,142.44
CDXS,22-Apr-26,2.47
CDZI,22-Apr-26,4.9
CDZIP,22-Apr-26,19.575
CECO,22-Apr-26,63.83
CEFA,22-Apr-26,39.0211
CEG,22-Apr-26,287.16
CELC,22-Apr-26,122.42
CELH,22-Apr-26,33.26
CELU,22-Apr-26,1.17
CELUW,22-Apr-26,0.0099
CELZ,22-Apr-26,2.24
CENN,22-Apr-26,3.94
CENT,22-Apr-26,37.64
CENTA,22-Apr-26,33.84
CENX,22-Apr-26,63.09
CEPF,22-Apr-26,10.26
CEPI,22-Apr-26,33.3321
CEPO,22-Apr-26,10.59
CEPS,22-Apr-26,10.2
CEPT,22-Apr-26,11.16
CEPV,22-Apr-26,10.2
CERS,22-Apr-26,1.94
CERT,22-Apr-26,6.38
CETX,22-Apr-26,1.21
CETY,22-Apr-26,0.82
CEVA,22-Apr-26,24.71
CFA,22-Apr-26,95.4976
CFBK,22-Apr-26,29.46
CFFI,22-Apr-26,76.3
CFFN,22-Apr-26,7.65
CFO,22-Apr-26,77.3988
CG,22-Apr-26,51.28
CGABL,22-Apr-26,17.43
CGBD,22-Apr-26,11.85
CGC,22-Apr-26,1.38
CGCT,22-Apr-26,10.2845
CGCTU,22-Apr-26,10.71
CGCTW,22-Apr-26,0.95
CGEM,22-Apr-26,13.84
CGEN,22-Apr-26,2.83
CGNT,22-Apr-26,10.18
CGNX,22-Apr-26,54.03
CGO,22-Apr-26,12.56
CGON,22-Apr-26,69.88
CGTL,22-Apr-26,1.26
CGTX,22-Apr-26,1.29
CHA,22-Apr-26,11.09
CHAI,22-Apr-26,1.02
CHAR,22-Apr-26,10.63
CHARR,22-Apr-26,0.0351
CHCI,22-Apr-26,17.29
CHCO,22-Apr-26,124.38
CHDN,22-Apr-26,88.94
CHEC,22-Apr-26,10.09
CHECW,22-Apr-26,0.1815
CHEF,22-Apr-26,65.56
CHGX,22-Apr-26,29.7691
CHI,22-Apr-26,12.1
CHKP,22-Apr-26,141.68
CHMG,22-Apr-26,66.47
CHNR,22-Apr-26,4.2
CHPS,22-Apr-26,68.555
CHPX,22-Apr-26,74.83
CHR,22-Apr-26,1.91
CHRD,22-Apr-26,134.81
CHRI,22-Apr-26,84.7861
CHRS,22-Apr-26,1.8
CHRW,22-Apr-26,182.35
CHSCL,22-Apr-26,25.56
CHSCM,22-Apr-26,25.08
CHSCN,22-Apr-26,25.2351
CHSCO,22-Apr-26,26.17
CHSCP,22-Apr-26,27.61
CHSN,22-Apr-26,2.55
CHTR,22-Apr-26,242.49
CHW,22-Apr-26,8.1
CHY,22-Apr-26,12.31
CHYM,22-Apr-26,23.81
CIBR,22-Apr-26,68.91
CIFG,22-Apr-26,10.7344
CIFR,22-Apr-26,19.44
CIGI,22-Apr-26,116.07
CIIT,22-Apr-26,1.5
CINF,22-Apr-26,166.27
CING,22-Apr-26,5.61
CISO,22-Apr-26,0.28
CISS,22-Apr-26,0.788
CIVB,22-Apr-26,24.58
CJMB,22-Apr-26,1.15
CLAR,22-Apr-26,2.74
CLBK,22-Apr-26,18.04
CLBT,22-Apr-26,13.3
CLDX,22-Apr-26,34.21
CLFD,22-Apr-26,30.8
CLGN,22-Apr-26,0.3923
CLIK,22-Apr-26,3.4
CLIR,22-Apr-26,5.59
CLLS,22-Apr-26,3.98
CLMB,22-Apr-26,22.2
CLMT,22-Apr-26,32.48
CLNE,22-Apr-26,2.48
CLNN,22-Apr-26,6.57
CLOA,22-Apr-26,51.86
CLOD,22-Apr-26,28.905
CLOU,22-Apr-26,20.39
CLOV,22-Apr-26,2.5
CLPS,22-Apr-26,0.9
CLPT,22-Apr-26,10.99
CLRB,22-Apr-26,2.88
CLRO,22-Apr-26,3.14
CLSK,22-Apr-26,12.21
CLSKW,22-Apr-26,0.287
CLSM,22-Apr-26,25.2256
CLST,22-Apr-26,15.9999
CLWT,22-Apr-26,1.27
CLYM,22-Apr-26,9.3
CMBO,22-Apr-26,101.9
CMCO,22-Apr-26,15.64
CMCSA,22-Apr-26,29.37
CMCT,22-Apr-26,5.93
CME,22-Apr-26,285.71
CMGG,22-Apr-26,16.7214
CMII,22-Apr-26,9.88
CMMB,22-Apr-26,1.69
CMND,22-Apr-26,0.854
CMPR,22-Apr-26,83
CMPS,22-Apr-26,8.75
CMPX,22-Apr-26,5.32
CMRC,22-Apr-26,3.1
CMTL,22-Apr-26,4.07
CMTV,22-Apr-26,38.74
CNCG,22-Apr-26,13.0108
CNCK,22-Apr-26,1.97
CNCKW,22-Apr-26,0.201
CNDT,22-Apr-26,1.66
CNET,22-Apr-26,0.765
CNEY,22-Apr-26,0.7939
CNOB,22-Apr-26,28.01
CNOBP,22-Apr-26,24.71
CNQQ,22-Apr-26,24.1504
CNSP,22-Apr-26,2.47
CNTA,22-Apr-26,39.47
CNTB,22-Apr-26,2.6
CNTN,22-Apr-26,3.55
CNTX,22-Apr-26,2.41
CNTY,22-Apr-26,1.47
CNVS,22-Apr-26,2.39
CNXC,22-Apr-26,28.95
CNXN,22-Apr-26,64.77
COCH,22-Apr-26,0.6883
COCHW,22-Apr-26,0.0503
COCO,22-Apr-26,46.58
COCP,22-Apr-26,1.47
CODA,22-Apr-26,12.06
CODX,22-Apr-26,1.69
COEP,22-Apr-26,15.1
COEPW,22-Apr-26,0.011
COFS,22-Apr-26,30.1
COGT,22-Apr-26,36.39
COHU,22-Apr-26,44.81
COIG,22-Apr-26,9.3
COIN,22-Apr-26,206.24
COKE,22-Apr-26,187.3
COLA,22-Apr-26,10.56
COLAR,22-Apr-26,0.3102
COLB,22-Apr-26,29
COLL,22-Apr-26,33.06
COLM,22-Apr-26,62.63
COMT,22-Apr-26,33.84
CONI,22-Apr-26,41.19
CONL,22-Apr-26,9.47
CONX,22-Apr-26,11.4421
COO,22-Apr-26,66.92
COOT,22-Apr-26,0.6339
COOTW,22-Apr-26,0.0207
COPJ,22-Apr-26,43.79
COPP,22-Apr-26,40.98
CORO,22-Apr-26,34.57
CORT,22-Apr-26,46.57
CORZ,22-Apr-26,21.19
CORZW,22-Apr-26,14.51
CORZZ,22-Apr-26,21.45
COSM,22-Apr-26,0.3697
COST,22-Apr-26,1003.7
COTG,22-Apr-26,15.015
COWG,22-Apr-26,36.6
COWS,22-Apr-26,34.6881
COYA,22-Apr-26,4.41
COYY,22-Apr-26,4.195
CPAG,22-Apr-26,102.7838
CPB,22-Apr-26,20.82
CPBI,22-Apr-26,17.455
CPHC,22-Apr-26,15.83
CPHY,22-Apr-26,51.2623
CPIX,22-Apr-26,3.05
CPLS,22-Apr-26,35.4659
CPOP,22-Apr-26,0.3552
CPRT,22-Apr-26,33.68
CPRX,22-Apr-26,25.94
CPSH,22-Apr-26,5.22
CPSS,22-Apr-26,8.65
CPZ,22-Apr-26,14.02
CRAC,22-Apr-26,10.05
CRACR,22-Apr-26,0.1494
CRACW,22-Apr-26,0.06
CRAI,22-Apr-26,154.69
CRAN,22-Apr-26,9.99
CRANR,22-Apr-26,0.22
CRANU,22-Apr-26,10.17
CRAQ,22-Apr-26,10.22
CRBP,22-Apr-26,10.48
CRBU,22-Apr-26,2.36
CRCG,22-Apr-26,3.07
CRCT,22-Apr-26,4.64
CRDF,22-Apr-26,1.73
CRDL,22-Apr-26,1.51
CRDO,22-Apr-26,189.49
CRE,22-Apr-26,2.2371
CREG,22-Apr-26,0.6309
CRESY,22-Apr-26,11.23
CREX,22-Apr-26,4.04
CRGO,22-Apr-26,2.11
CRGOW,22-Apr-26,0.13
CRIS,22-Apr-26,0.6143
CRMD,22-Apr-26,7.49
CRMG,22-Apr-26,6.43
CRML,22-Apr-26,11.86
CRMLW,22-Apr-26,5.79
CRMT,22-Apr-26,13.66
CRMU,22-Apr-26,10.47
CRNC,22-Apr-26,8.63
CRNT,22-Apr-26,2.59
CRNX,22-Apr-26,39.1
CRON,22-Apr-26,2.8
CROX,22-Apr-26,105.29
CRSP,22-Apr-26,56.42
CRSR,22-Apr-26,6.47
CRTO,22-Apr-26,19.37
CRUS,22-Apr-26,169.89
CRVL,22-Apr-26,57.4
CRVO,22-Apr-26,3.94
CRVS,22-Apr-26,17.85
CRWD,22-Apr-26,466.68
CRWG,22-Apr-26,5.71
CRWL,22-Apr-26,26.3
CRWS,22-Apr-26,2.85
CRWV,22-Apr-26,122.54
CSAI,22-Apr-26,0.602
CSB,22-Apr-26,64.0309
CSBR,22-Apr-26,6.0101
CSCL,22-Apr-26,38.5145
CSCO,22-Apr-26,89.8
CSCS,22-Apr-26,18.001
CSGP,22-Apr-26,38.77
CSGS,22-Apr-26,80.26
CSHR,22-Apr-26,5.6
CSHRW,22-Apr-26,1.18
CSIQ,22-Apr-26,13.51
CSPI,22-Apr-26,9.22
CSQ,22-Apr-26,19.33
CSTE,22-Apr-26,1.67
CSTL,22-Apr-26,25.1
CSWC,22-Apr-26,23.63
CSX,22-Apr-26,43.18
CTAA,22-Apr-26,9.84
CTAAR,22-Apr-26,0.22
CTAAU,22-Apr-26,10.07
CTAS,22-Apr-26,174.66
CTBI,22-Apr-26,64.58
CTEC,22-Apr-26,66.6588
CTKB,22-Apr-26,4.65
CTLP,22-Apr-26,10.78
CTMX,22-Apr-26,4.61
CTNM,22-Apr-26,12.96
CTNT,22-Apr-26,0.04
CTOR,22-Apr-26,0.9398
CTRM,22-Apr-26,1.8567
CTRN,22-Apr-26,48.93
CTSH,22-Apr-26,58.81
CTSO,22-Apr-26,0.631
CTW,22-Apr-26,2.37
CTXR,22-Apr-26,0.8599
CUB,22-Apr-26,10.79
CUE,22-Apr-26,0.5801
CULP,22-Apr-26,3.01
CUPR,22-Apr-26,0.3106
CURI,22-Apr-26,3.37
CURR,22-Apr-26,3.17
CURX,22-Apr-26,0.437
CUSD,22-Apr-26,19.425
CV,22-Apr-26,5.96
CVBF,22-Apr-26,20.37
CVCO,22-Apr-26,532.57
CVGI,22-Apr-26,4.3
CVGW,22-Apr-26,27.86
CVKD,22-Apr-26,5.86
CVLT,22-Apr-26,95.58
CVNX,22-Apr-26,21.0316
CVRX,22-Apr-26,7.98
CVV,22-Apr-26,5.82
CWBC,22-Apr-26,23.98
CWCO,22-Apr-26,33.52
CWD,22-Apr-26,1.15
CWST,22-Apr-26,80.84
CWY,22-Apr-26,25.595
CXAI,22-Apr-26,0.182
CXAIW,22-Apr-26,0.0404
CXDO,22-Apr-26,6.7
CXSE,22-Apr-26,40.69
CYAB,22-Apr-26,1.23
CYCN,22-Apr-26,3.06
CYCU,22-Apr-26,1.02
CYN,22-Apr-26,1.69
CYPH,22-Apr-26,0.8561
CYRX,22-Apr-26,10.52
CYTK,22-Apr-26,66.25
CZAR,22-Apr-26,31.98
CZFS,22-Apr-26,68.98
CZNC,22-Apr-26,23.18
CZR,22-Apr-26,27.49
CZWI,22-Apr-26,20.53
DAAQ,22-Apr-26,10.28
DAAQW,22-Apr-26,0.3725
DADS,22-Apr-26,20.28
DAIC,22-Apr-26,0.2281
DAICW,22-Apr-26,0.0161
DAIO,22-Apr-26,2.51
DAK,22-Apr-26,27.5347
DAKT,22-Apr-26,19.27
DALI,22-Apr-26,30.1399
DAPP,22-Apr-26,19.66
DARE,22-Apr-26,2.27
DASH,22-Apr-26,182.27
DAVE,22-Apr-26,281.94
DAVEW,22-Apr-26,1.06
DAWN,22-Apr-26,21.53
DAX,22-Apr-26,44.9025
DBGI,22-Apr-26,1.65
DBSC,22-Apr-26,25.8119
DBVT,22-Apr-26,19.64
DBX,22-Apr-26,24.69
DCBO,22-Apr-26,19.17
DCGO,22-Apr-26,0.7359
DCOY,22-Apr-26,5.41
DCTH,22-Apr-26,11.19
DCX,22-Apr-26,2.09
DDI,22-Apr-26,8.78
DDIV,22-Apr-26,43.8294
DDOG,22-Apr-26,132.14
DECO,22-Apr-26,57.6913
DEFT,22-Apr-26,0.8114
DEMZ,22-Apr-26,44.26
DERM,22-Apr-26,5.04
DETX,22-Apr-26,4.56
DEVS,22-Apr-26,0.442
DFDV,22-Apr-26,4.8
DFDVW,22-Apr-26,0.581
DFGP,22-Apr-26,54.565
DFGX,22-Apr-26,52.865
DFLI,22-Apr-26,2.16
DFLIW,22-Apr-26,0.0418
DFNS,22-Apr-26,0.6001
DFNSW,22-Apr-26,0.0766
DFSC,22-Apr-26,2.22
DFTX,22-Apr-26,23.08
DGCB,22-Apr-26,54.76
DGICA,22-Apr-26,17.4
DGICB,22-Apr-26,18.88
DGII,22-Apr-26,56
DGLO,22-Apr-26,22.7404
DGNX,22-Apr-26,0.5196
DGRE,22-Apr-26,37.2923
DGRS,22-Apr-26,56.3584
DGRW,22-Apr-26,94.04
DGXX,22-Apr-26,3.53
DH,22-Apr-26,1.12
DHC,22-Apr-26,6.95
DHCNI,22-Apr-26,18.015
DHCNL,22-Apr-26,18.96
DIBS,22-Apr-26,5.97
DIME,22-Apr-26,8.575
DIOD,22-Apr-26,97.7
DIVD,22-Apr-26,42.0914
DJCO,22-Apr-26,530.59
DJT,22-Apr-26,9.48
DJTWW,22-Apr-26,4.6901
DKI,22-Apr-26,0.5181
DKNG,22-Apr-26,22.47
DKNX,22-Apr-26,17.1958
DLHC,22-Apr-26,5.93
DLLL,22-Apr-26,58.57
DLO,22-Apr-26,13.34
DLPN,22-Apr-26,1.44
DLTH,22-Apr-26,3.58
DLTR,22-Apr-26,101.97
DLXY,22-Apr-26,0.8281
DMAA,22-Apr-26,10.54
DMAAR,22-Apr-26,0.0888
DMAC,22-Apr-26,6.47
DMII,22-Apr-26,10.01
DMIIR,22-Apr-26,0.083
DMLP,22-Apr-26,28.71
DMRA,22-Apr-26,25.9
DMRC,22-Apr-26,7.58
DMXF,22-Apr-26,80.5947
DNLI,22-Apr-26,20.25
DNMX,22-Apr-26,9.96
DNMXU,22-Apr-26,10.0932
DNNG,22-Apr-26,14.1816
DNTH,22-Apr-26,91.29
DNUT,22-Apr-26,4.04
DOCU,22-Apr-26,47.52
DOGZ,22-Apr-26,1.27
DOMH,22-Apr-26,3
DOMO,22-Apr-26,3.98
DOO,22-Apr-26,56.49
DORM,22-Apr-26,109.47
DOX,22-Apr-26,65.73
DOYU,22-Apr-26,5.02
DPRO,22-Apr-26,6.49
DPZ,22-Apr-26,365.93
DRCT,22-Apr-26,0.706
DRDB,22-Apr-26,10.51
DRDBW,22-Apr-26,0.2199
DRH,22-Apr-26,10.09
DRIO,22-Apr-26,7.41
DRIV,22-Apr-26,35.7862
DRMA,22-Apr-26,1.3
DRMAW,22-Apr-26,0.0157
DRNZ,22-Apr-26,26.74
DRS,22-Apr-26,42.07
DRTS,22-Apr-26,8.08
DRTSW,22-Apr-26,1.03
DRUG,22-Apr-26,90.15
DRVN,22-Apr-26,12.64
DSAC,22-Apr-26,9.94
DSGN,22-Apr-26,13.37
DSGR,22-Apr-26,27.12
DSGX,22-Apr-26,75.28
DSP,22-Apr-26,10.78
DSWL,22-Apr-26,3.455
DSY,22-Apr-26,2.33
DSYWW,22-Apr-26,0.0165
DTCR,22-Apr-26,28.1
DTCX,22-Apr-26,2.13
DTI,22-Apr-26,3.24
DTIL,22-Apr-26,7.91
DTSQ,22-Apr-26,11.22
DTSQR,22-Apr-26,0.15
DTSS,22-Apr-26,1.06
DTST,22-Apr-26,4
DTSTW,22-Apr-26,0.0632
DUKH,22-Apr-26,24.15
DUKX,22-Apr-26,27.5907
DUO,22-Apr-26,1.4
DUOG,22-Apr-26,3.56
DUOL,22-Apr-26,105.52
DUOT,22-Apr-26,8.79
DVAL,22-Apr-26,15.2179
DVGR,22-Apr-26,26.2974
DVIN,22-Apr-26,28.8966
DVLT,22-Apr-26,0.7677
DVLU,22-Apr-26,37.4439
DVOL,22-Apr-26,36.2702
DVQQ,22-Apr-26,27.8855
DVRE,22-Apr-26,23.8685
DVSP,22-Apr-26,27.0239
DVUT,22-Apr-26,26.6617
DVXB,22-Apr-26,29.3487
DVXC,22-Apr-26,27.8053
DVXE,22-Apr-26,37.349
DVXF,22-Apr-26,23.8988
DVXK,22-Apr-26,30.1164
DVXP,22-Apr-26,24.6412
DVXV,22-Apr-26,28.9138
DVXY,22-Apr-26,23.7022
DVY,22-Apr-26,151.86
DWAS,22-Apr-26,112.6977
DWAW,22-Apr-26,46.5659
DWSH,22-Apr-26,6.2129
DWSN,22-Apr-26,2.61
DWTX,22-Apr-26,1.53
DWUS,22-Apr-26,56.3391
DXCM,22-Apr-26,63.41
DXLG,22-Apr-26,0.7598
DXPE,22-Apr-26,163.77
DXR,22-Apr-26,10.1
DXST,22-Apr-26,2.44
DYAI,22-Apr-26,0.83
DYFI,22-Apr-26,22.87
DYN,22-Apr-26,19.67
DYNB,22-Apr-26,39.6695
DYOR,22-Apr-26,9.98
DYTA,22-Apr-26,29.965
EA,22-Apr-26,202.78
EART,22-Apr-26,33.301
EASY,22-Apr-26,26.3833
EBAY,22-Apr-26,105.63
EBC,22-Apr-26,20.25
EBI,22-Apr-26,61.8835
EBIZ,22-Apr-26,29.08
EBMT,22-Apr-26,21.77
EBON,22-Apr-26,2.77
ECBK,22-Apr-26,18.28
ECOR,22-Apr-26,6.12
ECOW,22-Apr-26,27.86
ECPG,22-Apr-26,83.41
ECX,22-Apr-26,1.2
ECXWW,22-Apr-26,0.0569
EDAP,22-Apr-26,3.37
EDBL,22-Apr-26,0.575
EDBLW,22-Apr-26,0.075
EDHL,22-Apr-26,2.7
EDIT,22-Apr-26,3.33
EDRY,22-Apr-26,20.83
EDSA,22-Apr-26,7.03
EDTK,22-Apr-26,1.01
EDUC,22-Apr-26,1.39
EEE,22-Apr-26,20.7362
EEFT,22-Apr-26,79.38
EEIQ,22-Apr-26,4.38
EEMA,22-Apr-26,108.015
EFAS,22-Apr-26,21.79
EFOI,22-Apr-26,4.51
EFRA,22-Apr-26,35.5742
EFSC,22-Apr-26,57.56
EFSCP,22-Apr-26,19.79
EFSI,22-Apr-26,39.12
EGAN,22-Apr-26,7.97
EGBN,22-Apr-26,26.88
EGGQ,22-Apr-26,50.683
EGHA,22-Apr-26,10.25
EGHAR,22-Apr-26,0.29
EGHT,22-Apr-26,2.02
EH,22-Apr-26,11.05
EHGO,22-Apr-26,2.37
EHLD,22-Apr-26,8.45
EHLS,22-Apr-26,25.9838
EHTH,22-Apr-26,1.8
EIKN,22-Apr-26,11.6
EJH,22-Apr-26,1.7
EKG,22-Apr-26,17.1576
EKSO,22-Apr-26,11.38
ELAB,22-Apr-26,3.11
ELBM,22-Apr-26,0.614
ELDN,22-Apr-26,3.99
ELE,22-Apr-26,18.55
ELFY,22-Apr-26,42.5684
ELIL,22-Apr-26,19.2376
ELOG,22-Apr-26,1.02
ELPW,22-Apr-26,2.59
ELSE,22-Apr-26,7.62
ELTK,22-Apr-26,8.68
ELTX,22-Apr-26,11.98
ELUT,22-Apr-26,1.15
ELVA,22-Apr-26,10.11
ELVN,22-Apr-26,44.44
ELVR,22-Apr-26,75.04
ELWT,22-Apr-26,7.08
EM,22-Apr-26,1.165
EMAT,22-Apr-26,9.29
EMB,22-Apr-26,96.38
EMBC,22-Apr-26,9.21
EMCB,22-Apr-26,66.69
EMEQ,22-Apr-26,54.2
EMIF,22-Apr-26,29.365
EMIS,22-Apr-26,10.095
EML,22-Apr-26,21.85
EMPD,22-Apr-26,5.28
EMXC,22-Apr-26,89.7
EMXF,22-Apr-26,53.1969
ENDW,22-Apr-26,33.45
ENGN,22-Apr-26,8.54
ENGS,22-Apr-26,1.2
ENHI,22-Apr-26,25.785
ENHU,22-Apr-26,26.3997
ENLT,22-Apr-26,83.8
ENLV,22-Apr-26,0.8886
ENPH,22-Apr-26,35.36
ENSC,22-Apr-26,0.4332
ENSG,22-Apr-26,186.22
ENTA,22-Apr-26,13.79
ENTG,22-Apr-26,147.93
ENTX,22-Apr-26,1.22
ENVB,22-Apr-26,3.6
ENVX,22-Apr-26,7
ENZL,22-Apr-26,44.2439
EOLS,22-Apr-26,5.19
EOSE,22-Apr-26,7.34
EPOW,22-Apr-26,0.801
EPRX,22-Apr-26,7.06
EPSM,22-Apr-26,1.35
EPSN,22-Apr-26,5.91
EQ,22-Apr-26,2.33
EQIX,22-Apr-26,1102.28
EQPT,22-Apr-26,21.48
EQRR,22-Apr-26,74.4172
ERAS,22-Apr-26,21.65
ERET,22-Apr-26,28.76
ERIC,22-Apr-26,11.47
ERIE,22-Apr-26,250
ERII,22-Apr-26,10.81
ERNA,22-Apr-26,0.1938
ESCA,22-Apr-26,18.17
ESEA,22-Apr-26,68.5
ESGD,22-Apr-26,100.78
ESGE,22-Apr-26,50.72
ESGU,22-Apr-26,154.78
ESHA,22-Apr-26,12.47
ESHAR,22-Apr-26,0.1001
ESLA,22-Apr-26,1.8
ESLT,22-Apr-26,860.97
ESMV,22-Apr-26,29.1328
ESN,22-Apr-26,18.388
ESOA,22-Apr-26,15.59
ESPO,22-Apr-26,94.51
ESPR,22-Apr-26,1.97
ESQ,22-Apr-26,109.94
ESTA,22-Apr-26,67.09
ETEC,22-Apr-26,28.83
ETHA,22-Apr-26,18.13
ETHB,22-Apr-26,30.87
ETHM,22-Apr-26,10.77
ETHMU,22-Apr-26,10.85
ETHMW,22-Apr-26,0.1525
ETON,22-Apr-26,23.61
ETOR,22-Apr-26,37.65
ETRL,22-Apr-26,12.2713
ETS,22-Apr-26,0.5725
EU,22-Apr-26,2.08
EUDA,22-Apr-26,6.04
EUDAW,22-Apr-26,0.0224
EUFN,22-Apr-26,37.88
EVAX,22-Apr-26,4.27
EVCM,22-Apr-26,12
EVER,22-Apr-26,16.39
EVGN,22-Apr-26,0.81
EVGO,22-Apr-26,2.19
EVGOW,22-Apr-26,0.0217
EVLV,22-Apr-26,6.78
EVLVW,22-Apr-26,0.1474
EVMT,22-Apr-26,18.9256
EVO,22-Apr-26,3.3
EVOXW,22-Apr-26,0.37
EVPF,22-Apr-26,50.495
EVRG,22-Apr-26,79.64
EVSD,22-Apr-26,51.225
EVTV,22-Apr-26,1.78
EVYM,22-Apr-26,50.5747
EWBC,22-Apr-26,122.09
EWCZ,22-Apr-26,5.82
EWJV,22-Apr-26,42.54
EWTX,22-Apr-26,32.17
EWZS,22-Apr-26,15.75
EXC,22-Apr-26,45.86
EXE,22-Apr-26,96.36
EXEL,22-Apr-26,46.85
EXFY,22-Apr-26,0.8759
EXLS,22-Apr-26,31.6
EXOZ,22-Apr-26,10.5
EXPE,22-Apr-26,264.6
EXPI,22-Apr-26,6.53
EXPO,22-Apr-26,67.56
EXTR,22-Apr-26,17.58
EXUS,22-Apr-26,26.8677
EYE,22-Apr-26,25.19
EYEG,22-Apr-26,35.585
EYPT,22-Apr-26,14.24
EZGO,22-Apr-26,1.3679
EZMO,22-Apr-26,26.6739
EZPW,22-Apr-26,30.39
EZRA,22-Apr-26,0.1906
EZRO,22-Apr-26,25.9987
FA,22-Apr-26,13.15
FAAA,22-Apr-26,50.175
FAAR,22-Apr-26,33.8957
FAB,22-Apr-26,98.709
FACT,22-Apr-26,10.56
FACTW,22-Apr-26,0.693
FAD,22-Apr-26,176.7353
FALN,22-Apr-26,27.235
FAMI,22-Apr-26,1.25
FANG,22-Apr-26,193.87
FARM,22-Apr-26,1.25
FAST,22-Apr-26,44.81
FATE,22-Apr-26,1.37
FATN,22-Apr-26,2.12
FBGL,22-Apr-26,0.646
FBIO,22-Apr-26,2.25
FBIOP,22-Apr-26,13.43
FBIZ,22-Apr-26,57.27
FBL,22-Apr-26,31.51
FBLA,22-Apr-26,13.97
FBLG,22-Apr-26,1.56
FBNC,22-Apr-26,57.79
FBOT,22-Apr-26,37.53
FBRX,22-Apr-26,29.83
FBYD,22-Apr-26,15.5
FBYDW,22-Apr-26,2.27
FBYY,22-Apr-26,13.795
FCA,22-Apr-26,33.08
FCAL,22-Apr-26,49.4279
FCAP,22-Apr-26,52.87
FCBC,22-Apr-26,42.67
FCCO,22-Apr-26,30.69
FCEF,22-Apr-26,23.4379
FCEL,22-Apr-26,11.8
FCFS,22-Apr-26,205.63
FCHL,22-Apr-26,0.2395
FCLO,22-Apr-26,50.245
FCNCA,22-Apr-26,2045.85
FCNCN,22-Apr-26,25.1
FCNCO,22-Apr-26,21.59
FCNCP,22-Apr-26,21.46
FCTE,22-Apr-26,27.2918
FCUV,22-Apr-26,2.09
FCVT,22-Apr-26,49.1486
FCXG,22-Apr-26,17.7622
FDBC,22-Apr-26,45.59
FDCF,22-Apr-26,48.4345
FDFF,22-Apr-26,34.3417
FDIF,22-Apr-26,37.0338
FDIG,22-Apr-26,41.7805
FDIQ,22-Apr-26,71.947
FDIV,22-Apr-26,28.135
FDMT,22-Apr-26,9.8
FDNI,22-Apr-26,29.0529
FDRS,22-Apr-26,23.32
FDRX,22-Apr-26,21.8406
FDSB,22-Apr-26,15.0375
FDT,22-Apr-26,93.425
FDTS,22-Apr-26,68.9292
FDTX,22-Apr-26,45.3293
FDUS,22-Apr-26,18.8
FEAM,22-Apr-26,1.54
FEAT,22-Apr-26,19.3714
FEBO,22-Apr-26,1.12
FEED,22-Apr-26,1.35
FEIM,22-Apr-26,53.81
FELE,22-Apr-26,98.91
FEM,22-Apr-26,32.92
FEMB,22-Apr-26,29.93
FEMS,22-Apr-26,48.5096
FEMY,22-Apr-26,0.4102
FENC,22-Apr-26,6.68
FEP,22-Apr-26,57.8149
FEPI,22-Apr-26,42.82
FER,22-Apr-26,69.93
FERA,22-Apr-26,10.35
FERAR,22-Apr-26,0.2701
FEUZ,22-Apr-26,66.3561
FEX,22-Apr-26,129.4708
FFAI,22-Apr-26,0.4232
FFAIW,22-Apr-26,0.0192
FFBC,22-Apr-26,29.05
FFIC,22-Apr-26,15.83
FFIN,22-Apr-26,31.99
FFIV,22-Apr-26,311.18
FFUT,22-Apr-26,58.4505
FGBI,22-Apr-26,9.64
FGBIP,22-Apr-26,17.1
FGI,22-Apr-26,7.7
FGII,22-Apr-26,9.9
FGIIW,22-Apr-26,0.2
FGIWW,22-Apr-26,0.0499
FGL,22-Apr-26,1.87
FGM,22-Apr-26,65.343
FGMC,22-Apr-26,10.1399
